student_id,institution,program_id,country_home,country_host,cohort_year,subject_field,study_level,study_mode,gender,age,marital_status,language_proficiency,teaching_style_difference,cultural_distance,support_program,participates_in_buddy_program,participates_in_language_course,works_while_studying,work_hours_per_week,scholarship_status,entry_gpa,gpa_sem1,gpa_sem2,gpa_prev,credits_attempted_sem1,credits_earned_sem1,credits_attempted_sem2,credits_earned_sem2,failed_courses_sem1,failed_courses_sem2,attendance_rate,mean_weekly_engagement,std_weekly_engagement,low_engagement_weeks,engagement_trend,avg_assignment_score,avg_exam_score,late_submission_rate,missing_assignments_count,gpa_sem3,success_label,risk_category,p_success_proxy
S100086,Latvia_Uni_A,CS,Kenya,Latvia,2018,Humanities,Master,Full-time,Other,21,Single,2,High,0.7638811990532621,0,0,1,0,0,Partial,6.13,6.16,6.62,6.39,23,20,31,31,1,0,0.457,0.279,0.14,19,0.401,62.5,72.5,0.652,1,5.94,0,High Risk,0.534
S100087,Business_School_E,CS,Spain,Latvia,2021,Business,Master,Full-time,Female,20,Married,5,Low,0.1,0,0,0,0,0,Partial,8.87,9.35,8.77,9.06,33,33,34,34,0,0,0.956,0.886,0.081,0,-0.093,99.2,96.3,0.166,0,9.11,1,Very Likely to Succeed,1.0
S100088,Tech_Institute_D,DATA,USA,Latvia,2019,Business,Bachelor,Full-time,Other,31,Married,4,Medium,0.3,0,0,0,0,0,Partial,7.48,7.39,7.05,7.22,34,34,32,32,0,0,0.54,0.391,0.078,5,-0.034,53.6,46.6,0.487,0,6.44,1,Moderate Risk,0.82
S100089,Tech_Institute_D,LAW,Latvia,Latvia,2021,Information Systems,Bachelor,Full-time,Male,39,Single,4,Low,0.1,0,0,0,0,0,None,7.25,7.15,7.42,7.28,22,19,20,17,1,1,0.971,0.885,0.07,0,0.046,80.6,100.0,0.117,0,7.16,1,Very Likely to Succeed,0.984
S100090,Latvia_College_C,DATA,Vietnam,Latvia,2018,Information Systems,Master,Full-time,Male,36,Single,3,High,0.6,1,1,0,0,0,None,7.29,8.46,8.07,8.26,28,28,34,34,0,0,0.771,0.639,0.076,0,-0.117,66.0,23.4,0.274,4,7.79,1,Very Likely to Succeed,0.946
S100091,Business_School_E,LAW,Nigeria,Latvia,2023,Humanities,Bachelor,Full-time,Female,25,Single,3,High,0.7600342883480383,1,0,1,0,0,None,7.11,7.78,7.72,7.75,29,26,33,33,1,0,0.875,0.749,0.059,0,0.066,66.1,76.9,0.268,1,8.65,1,Very Likely to Succeed,0.975
S100092,Tech_Institute_D,CS,Latvia,Latvia,2021,Humanities,Bachelor,Full-time,Male,30,Single,5,Low,0.1,0,0,0,0,0,None,6.46,6.26,6.71,6.48,31,28,35,35,1,0,0.524,0.361,0.07,7,0.025,26.0,20.6,0.299,2,6.32,1,Moderate Risk,0.774
S100093,Latvia_Uni_A,LAW,India,Latvia,2022,Engineering,Master,Full-time,Male,36,Single,2,High,0.6,0,1,0,1,21,None,6.51,5.87,6.41,6.14,35,29,27,21,2,2,0.291,0.102,0.074,36,0.075,22.6,28.3,0.78,7,6.14,0,Very High Risk,0.397
S100094,Tech_Institute_D,MED,Bangladesh,Latvia,2020,Computer Science,Bachelor,Full-time,Other,21,Single,1,High,0.6,1,0,0,0,0,None,6.81,6.46,5.99,6.23,32,26,29,29,2,0,0.49,0.324,0.092,19,0.15,32.8,5.5,0.482,3,5.82,0,High Risk,0.595
S100095,Latvia_Uni_A,DATA,India,Latvia,2023,Information Systems,Master,Part-time,Female,36,Single,3,High,0.6,0,1,0,0,0,None,6.77,6.45,6.36,6.4,22,19,21,18,1,1,0.862,0.741,0.082,0,0.096,53.9,63.8,0.281,2,7.23,1,Moderate Risk,0.703
S100096,Tech_Institute_D,BUS,Latvia,Latvia,2020,Computer Science,Bachelor,Full-time,Male,31,Single,5,Low,0.1,1,0,0,1,15,None,8.15,8.95,8.96,8.96,27,27,28,28,0,0,0.977,0.928,0.078,0,0.199,77.2,46.2,0.0,0,9.19,1,Very Likely to Succeed,1.0
S100097,Tech_Institute_D,ENG,Bangladesh,Latvia,2018,Business,Bachelor,Full-time,Other,25,Single,3,High,0.6,0,1,1,1,28,None,7.11,7.04,7.33,7.18,34,28,28,28,2,0,0.731,0.593,0.178,0,0.532,65.3,67.5,0.42,2,6.88,1,Moderate Risk,0.722
S100098,Latvia_Uni_B,CS,Brazil,Latvia,2023,Engineering,Bachelor,Full-time,Male,36,Single,3,Medium,0.35,0,0,0,1,15,None,5.39,5.12,5.15,5.13,26,23,30,30,1,0,0.36,0.164,0.129,27,0.31,0.0,0.0,0.476,2,4.94,0,High Risk,0.535
S100099,Latvia_Uni_B,ENG,Nigeria,Latvia,2018,Computer Science,Master,Part-time,Female,29,Single,1,High,0.7723163899106161,1,0,1,0,0,None,7.96,8.89,9.27,9.08,27,27,29,29,0,0,0.837,0.718,0.12,0,0.292,100.0,92.3,0.476,0,9.36,1,Very Likely to Succeed,0.932
S100100,Business_School_E,MIS,Bangladesh,Latvia,2021,Medicine,Master,Full-time,Female,24,Single,3,High,0.6,0,1,0,1,11,Partial,6.38,6.25,6.56,6.41,35,32,24,24,1,0,0.668,0.521,0.105,0,0.287,71.6,64.6,0.526,2,6.64,1,High Risk,0.637
S100101,Latvia_College_C,CS,Kenya,Latvia,2018,Information Systems,Master,Full-time,Male,31,Single,1,High,0.7168991628355323,1,1,1,0,0,None,7.55,7.5,8.1,7.8,26,17,25,25,3,0,0.638,0.475,0.093,0,0.131,51.1,32.7,0.475,2,8.05,1,Moderate Risk,0.794
S100102,Latvia_Uni_B,BUS,Ghana,Latvia,2018,Information Systems,Bachelor,Full-time,Female,23,Married,1,High,0.7016960474267899,1,1,1,0,0,None,7.26,7.47,7.53,7.5,31,28,30,30,1,0,0.86,0.775,0.184,0,0.539,71.5,62.0,0.356,3,8.11,1,Very Likely to Succeed,0.869
S100103,Latvia_Uni_A,ENG,Vietnam,Latvia,2019,Information Systems,Bachelor,Full-time,Female,33,Single,1,High,0.6,0,0,1,0,0,Full,6.32,6.57,6.52,6.55,33,33,31,28,0,1,0.677,0.517,0.113,1,0.3,62.7,65.3,0.461,2,6.85,1,High Risk,0.615
S100104,Tech_Institute_D,BUS,Latvia,Latvia,2021,Medicine,Bachelor,Full-time,Male,38,Single,5,Low,0.1,0,0,0,1,16,Partial,4.96,5.26,5.13,5.2,23,20,35,35,1,0,0.413,0.226,0.078,32,0.01,14.7,12.6,0.236,1,5.3,0,High Risk,0.647
S100105,Latvia_College_C,DATA,France,Latvia,2018,Computer Science,Bachelor,Part-time,Male,25,Married,3,Low,0.1,0,1,0,1,23,None,4.74,4.63,4.1,4.37,27,24,24,24,1,0,0.347,0.154,0.066,36,0.042,0.0,0.0,0.409,2,4.39,0,High Risk,0.522
S100106,Latvia_Uni_B,LAW,Bangladesh,Latvia,2019,Humanities,Bachelor,Full-time,Female,32,Single,2,High,0.6,0,1,1,1,28,Full,6.5,6.92,6.51,6.72,27,24,29,29,1,0,0.528,0.375,0.182,15,0.454,40.6,47.4,0.517,2,7.01,0,High Risk,0.566
S100107,Tech_Institute_D,ENG,Bangladesh,Latvia,2018,Business,Bachelor,Full-time,Male,37,Married,3,High,0.6,1,0,0,1,30,None,7.37,7.29,6.29,6.79,22,19,28,28,1,0,0.834,0.694,0.082,0,0.144,67.5,36.3,0.301,0,7.16,1,Moderate Risk,0.774
S100108,Tech_Institute_D,ENG,Vietnam,Latvia,2019,Medicine,Bachelor,Full-time,Male,19,Single,3,High,0.6,0,1,0,0,0,None,7.37,7.84,8.24,8.04,30,30,24,21,0,1,0.78,0.651,0.053,0,-0.01,59.4,77.7,0.405,5,7.76,1,Moderate Risk,0.785
S100109,Latvia_Uni_A,MED,Germany,Latvia,2023,Humanities,Master,Full-time,Male,26,Single,3,Low,0.1,1,0,1,0,0,Partial,6.29,6.42,6.73,6.58,29,23,27,27,2,0,0.962,0.874,0.076,0,-0.025,49.0,64.5,0.025,0,7.15,1,Very Likely to Succeed,0.934
S100110,Latvia_Uni_A,MED,Brazil,Latvia,2021,Medicine,Bachelor,Part-time,Other,34,Single,3,Medium,0.35,0,1,0,1,23,Partial,6.71,6.13,6.62,6.37,33,24,28,28,3,0,0.629,0.456,0.073,0,-0.175,33.2,40.1,0.435,2,6.21,1,Moderate Risk,0.657
S100111,Tech_Institute_D,ENG,India,Latvia,2021,Business,Bachelor,Full-time,Female,21,Single,3,High,0.6,0,1,0,1,25,None,7.07,6.85,5.96,6.4,28,25,32,32,1,0,0.708,0.549,0.101,0,0.271,65.1,30.4,0.379,6,6.21,0,High Risk,0.585
S100112,Tech_Institute_D,MIS,Latvia,Latvia,2018,Engineering,Bachelor,Full-time,Other,28,Married,3,Low,0.1,0,0,0,0,0,None,7.92,8.29,8.68,8.49,33,33,27,27,0,0,0.821,0.694,0.072,0,-0.083,70.2,80.7,0.242,1,8.74,1,Very Likely to Succeed,1.0
S100113,Tech_Institute_D,DATA,Nigeria,Latvia,2023,Computer Science,Bachelor,Full-time,Female,31,Single,2,High,0.7265742853143752,0,1,1,1,28,None,8.2,8.14,9.22,8.68,20,20,27,21,0,2,0.84,0.716,0.114,0,0.286,78.3,66.0,0.486,9,8.66,1,Moderate Risk,0.753
S100114,Latvia_Uni_B,MED,Germany,Latvia,2018,Medicine,Bachelor,Full-time,Female,23,Single,5,Low,0.1,0,0,0,1,29,Partial,8.27,8.05,8.04,8.04,26,26,35,35,0,0,0.758,0.601,0.083,0,0.141,73.0,98.8,0.355,0,7.81,1,Very Likely to Succeed,0.95
S100115,Tech_Institute_D,ENG,Vietnam,Latvia,2019,Business,Bachelor,Part-time,Male,26,Single,3,High,0.6,1,1,0,0,0,Partial,6.67,7.52,7.49,7.5,26,26,35,35,0,0,0.895,0.794,0.123,0,-0.315,53.8,34.1,0.125,0,7.6,1,Very Likely to Succeed,0.942
S100116,Tech_Institute_D,DATA,Nigeria,Latvia,2019,Information Systems,Bachelor,Full-time,Female,24,Married,3,High,0.738792828037864,0,0,0,0,0,None,6.53,5.74,6.13,5.93,24,21,21,15,1,2,0.318,0.126,0.074,36,0.101,34.3,35.2,0.744,3,6.32,0,High Risk,0.437
S100117,Business_School_E,DATA,Sri Lanka,Latvia,2018,Engineering,Master,Full-time,Female,37,Single,1,High,0.6,1,1,1,1,22,None,7.02,7.06,7.13,7.1,29,26,35,32,1,1,0.635,0.477,0.121,2,0.29,49.0,34.2,0.549,1,6.86,1,Moderate Risk,0.747
S100118,Latvia_Uni_A,LAW,Canada,Latvia,2018,Business,Master,Full-time,Other,35,Single,4,Medium,0.3,1,1,0,1,11,Full,8.28,8.56,7.96,8.26,30,27,28,19,1,3,0.991,0.937,0.043,0,-0.022,84.0,87.6,0.057,0,8.95,0,Very Likely to Succeed,1.0
S100119,Business_School_E,LAW,Latvia,Latvia,2020,Engineering,Bachelor,Full-time,Male,23,Single,5,Low,0.1,0,0,1,1,21,Partial,7.97,8.28,8.55,8.42,34,34,28,25,0,1,0.769,0.638,0.072,0,-0.059,67.4,89.3,0.239,0,8.57,1,Very Likely to Succeed,0.986
S100120,Latvia_College_C,LAW,Pakistan,Latvia,2022,Information Systems,Master,Full-time,Male,34,Single,1,High,0.6,0,0,1,0,0,Partial,5.91,6.54,6.31,6.43,35,32,26,26,1,0,0.29,0.109,0.078,35,-0.098,9.7,0.0,0.517,3,5.29,0,High Risk,0.485
S100121,Business_School_E,MED,Ghana,Latvia,2018,Computer Science,Bachelor,Full-time,Male,36,Single,3,High,0.7081132328532592,0,1,0,0,0,None,5.94,5.57,5.74,5.65,25,22,24,21,1,1,0.718,0.591,0.123,0,-0.302,77.6,56.3,0.5,0,5.12,0,High Risk,0.569
S100122,Latvia_Uni_B,LAW,USA,Latvia,2021,Humanities,Bachelor,Full-time,Female,21,Married,2,Medium,0.3,0,0,1,1,12,Full,6.8,6.95,7.29,7.12,30,27,23,23,1,0,0.618,0.47,0.09,0,-0.172,46.5,23.5,0.259,3,6.6,1,Moderate Risk,0.807
S100123,Tech_Institute_D,BUS,Sri Lanka,Latvia,2022,Medicine,Bachelor,Part-time,Female,26,Single,3,High,0.6,0,1,0,1,27,Partial,5.39,5.5,5.38,5.44,25,22,22,19,1,1,0.384,0.216,0.168,24,0.455,22.0,10.5,0.578,4,4.93,0,High Risk,0.409
S100124,Business_School_E,LAW,Kenya,Latvia,2020,Computer Science,Master,Part-time,Other,38,Single,1,High,0.7498944858946301,0,1,1,0,0,None,6.03,5.78,5.83,5.81,32,32,24,24,0,0,0.291,0.107,0.058,36,0.06,26.2,21.4,0.814,3,5.81,0,Very High Risk,0.389
S100125,Tech_Institute_D,MED,Nigeria,Latvia,2023,Medicine,Bachelor,Full-time,Female,28,Single,1,High,0.7003570120973591,0,0,1,1,28,None,6.02,5.54,6.2,5.87,32,29,27,24,1,1,0.294,0.104,0.076,36,0.131,14.2,0.0,0.865,4,4.93,0,Very High Risk,0.332
S100126,Tech_Institute_D,LAW,Bangladesh,Latvia,2021,Medicine,Bachelor,Full-time,Male,22,Single,3,High,0.6,1,1,0,0,0,None,8.64,9.4,9.26,9.33,23,23,23,23,0,0,0.975,0.927,0.065,0,0.124,99.0,100.0,0.22,0,10.0,1,Very Likely to Succeed,1.0
S100127,Latvia_College_C,CS,Germany,Latvia,2020,Engineering,Master,Full-time,Female,33,Married,5,Low,0.1,0,1,0,0,0,Full,8.49,8.77,8.54,8.65,34,31,23,23,1,0,0.985,0.942,0.074,0,0.14,100.0,100.0,0.0,0,8.09,1,Very Likely to Succeed,1.0
S100128,Latvia_College_C,DATA,USA,Latvia,2019,Humanities,Bachelor,Part-time,Male,37,Married,4,Medium,0.3,0,0,0,0,0,None,9.28,9.88,9.75,9.82,34,34,29,29,0,0,0.92,0.818,0.076,0,-0.012,100.0,100.0,0.368,2,9.72,1,Very Likely to Succeed,1.0
S100129,Business_School_E,LAW,South Korea,Latvia,2019,Humanities,Bachelor,Full-time,Female,34,Married,3,High,0.6,1,1,1,0,0,None,7.85,7.98,8.93,8.46,33,33,35,35,0,0,0.964,0.894,0.113,0,0.292,69.3,52.4,0.122,0,8.87,1,Very Likely to Succeed,1.0
S100130,Latvia_College_C,LAW,Sri Lanka,Latvia,2020,Medicine,Bachelor,Full-time,Female,22,Single,3,High,0.6,0,0,0,0,0,Full,5.04,4.45,4.35,4.4,34,34,27,21,0,2,0.307,0.104,0.078,36,-0.147,0.0,0.0,0.672,1,4.24,0,Very High Risk,0.378
S100131,Latvia_Uni_A,MIS,Kenya,Latvia,2018,Humanities,Master,Full-time,Female,32,Single,3,High,0.746590591052349,1,0,1,1,22,Partial,5.4,5.67,5.64,5.65,31,28,25,22,1,1,0.458,0.293,0.112,19,-0.308,0.0,0.0,0.295,2,6.15,1,Moderate Risk,0.663
S100132,Business_School_E,MIS,Nigeria,Latvia,2022,Engineering,Bachelor,Full-time,Female,22,Single,3,High,0.7978132010056802,1,0,0,0,0,Partial,4.8,5.03,4.71,4.87,25,22,28,22,1,2,0.412,0.229,0.097,28,0.218,10.9,0.0,0.405,3,4.9,0,High Risk,0.525
S100133,Business_School_E,MIS,Ghana,Latvia,2018,Medicine,Bachelor,Full-time,Female,21,Single,1,High,0.7924374166011983,1,1,1,0,0,None,7.5,7.25,7.69,7.47,23,20,30,30,1,0,0.704,0.572,0.203,3,0.607,48.6,59.6,0.513,3,7.58,1,Moderate Risk,0.774
S100134,Latvia_Uni_B,MED,Bangladesh,Latvia,2019,Computer Science,Bachelor,Full-time,Female,24,Married,1,High,0.6,1,0,1,0,0,Partial,8.62,9.54,10.0,9.77,25,25,28,28,0,0,0.985,0.923,0.07,0,-0.152,100.0,100.0,0.17,2,10.0,1,Very Likely to Succeed,1.0
S100135,Latvia_College_C,MIS,Pakistan,Latvia,2019,Humanities,Bachelor,Full-time,Other,36,Single,1,High,0.6,1,1,1,1,10,None,6.47,6.59,7.1,6.85,29,29,23,17,0,2,0.644,0.492,0.089,0,0.225,54.5,47.8,0.496,2,7.72,1,Moderate Risk,0.777
S100136,Tech_Institute_D,BUS,Italy,Latvia,2018,Medicine,Bachelor,Full-time,Male,28,Single,4,Low,0.1,0,1,1,1,15,None,7.77,7.89,7.89,7.89,22,22,35,29,0,2,0.666,0.527,0.066,0,-0.1,53.6,31.4,0.276,0,7.83,1,Very Likely to Succeed,0.917
S100137,Business_School_E,LAW,Nigeria,Latvia,2021,Humanities,Bachelor,Full-time,Male,29,Single,1,High,0.7055293902811257,1,0,1,1,24,None,5.82,6.39,5.79,6.09,23,20,26,23,1,1,0.546,0.386,0.104,8,-0.273,26.4,23.7,0.467,0,6.1,1,High Risk,0.603
S100138,Latvia_College_C,CS,Nigeria,Latvia,2023,Engineering,Master,Full-time,Male,27,Single,1,High,0.7827930017014388,1,0,0,1,23,None,6.53,7.4,7.26,7.33,23,23,27,27,0,0,0.727,0.606,0.07,0,0.121,44.3,33.7,0.351,1,7.61,0,High Risk,0.64
S100139,Latvia_Uni_A,LAW,Nigeria,Latvia,2018,Business,Bachelor,Full-time,Male,34,Other,1,High,0.7042013634449819,1,0,1,0,0,None,5.32,5.06,5.7,5.38,27,21,28,25,2,1,0.434,0.262,0.122,23,-0.296,0.0,0.0,0.299,1,4.93,0,High Risk,0.573
S100140,Latvia_College_C,MIS,Pakistan,Latvia,2018,Business,Bachelor,Full-time,Male,23,Single,1,High,0.6,1,0,1,1,22,Partial,7.65,7.62,7.9,7.76,29,26,35,29,1,2,0.574,0.417,0.113,8,-0.297,46.1,47.1,0.618,2,7.14,1,Moderate Risk,0.774
S100141,Latvia_Uni_B,MIS,China,Latvia,2018,Information Systems,Bachelor,Part-time,Female,38,Single,3,High,0.6,1,0,0,1,26,None,7.09,7.53,7.28,7.41,33,30,31,28,1,1,0.67,0.517,0.09,0,0.21,68.6,50.9,0.427,1,7.37,1,Moderate Risk,0.786
S100142,Latvia_College_C,DATA,Italy,Latvia,2018,Humanities,Bachelor,Full-time,Other,32,Married,3,Low,0.1,0,0,1,0,0,None,6.87,6.66,7.51,7.08,27,24,30,30,1,0,0.692,0.556,0.106,0,-0.183,48.0,59.5,0.312,1,7.05,1,Very Likely to Succeed,0.872
S100143,Tech_Institute_D,MED,South Korea,Latvia,2022,Information Systems,Bachelor,Full-time,Female,31,Single,2,High,0.6,0,0,0,0,0,None,5.6,6.53,6.54,6.53,27,21,29,26,2,1,0.759,0.634,0.065,0,0.038,39.1,46.1,0.285,1,5.86,0,High Risk,0.619
S100144,Latvia_Uni_B,LAW,Nigeria,Latvia,2022,Computer Science,Master,Full-time,Male,26,Single,3,High,0.7914553041065896,0,0,0,0,0,None,5.74,5.18,5.93,5.55,27,21,24,21,2,1,0.538,0.382,0.134,9,0.44,37.2,31.0,0.426,4,5.08,0,High Risk,0.469
S100145,Latvia_College_C,MED,Kenya,Latvia,2020,Social Sciences,Bachelor,Full-time,Female,38,Single,2,High,0.723447297470321,0,1,1,0,0,None,6.19,6.09,6.53,6.31,35,35,31,28,0,1,0.658,0.525,0.097,0,0.15,36.1,19.6,0.39,1,6.77,1,High Risk,0.617
S100146,Latvia_Uni_B,LAW,Germany,Latvia,2018,Computer Science,Bachelor,Full-time,Other,39,Single,3,Low,0.1,1,1,0,1,20,None,7.79,8.43,7.59,8.01,21,21,25,22,0,1,0.979,0.932,0.08,0,0.146,80.9,71.4,0.118,0,8.63,1,Very Likely to Succeed,1.0
S100147,Latvia_College_C,ENG,South Korea,Latvia,2022,Medicine,Master,Part-time,Male,22,Married,1,High,0.6,0,1,1,1,29,None,5.11,5.07,4.11,4.59,33,33,21,18,0,1,0.297,0.122,0.115,33,0.308,29.7,35.2,0.811,4,4.8,0,Very High Risk,0.282
S100148,Latvia_Uni_B,CS,Bangladesh,Latvia,2020,Social Sciences,Bachelor,Full-time,Male,38,Single,3,High,0.6,1,0,0,0,0,Partial,6.96,8.01,7.66,7.83,28,28,23,23,0,0,0.848,0.735,0.105,0,-0.266,66.7,84.6,0.373,1,8.28,1,Very Likely to Succeed,0.946
S100149,Latvia_Uni_A,BUS,Germany,Latvia,2018,Information Systems,Bachelor,Full-time,Male,21,Single,4,Low,0.1,0,0,0,0,0,None,8.84,9.67,9.08,9.37,30,30,35,35,0,0,0.965,0.888,0.076,0,-0.185,100.0,100.0,0.241,1,9.55,1,Very Likely to Succeed,1.0
S100150,Tech_Institute_D,DATA,Brazil,Latvia,2022,Social Sciences,Bachelor,Full-time,Male,25,Single,3,Medium,0.35,0,0,0,0,0,None,6.36,6.79,6.69,6.74,26,23,34,31,1,1,0.842,0.713,0.116,0,-0.304,82.2,80.1,0.225,1,6.21,1,Moderate Risk,0.806
S100151,Latvia_Uni_B,MIS,USA,Latvia,2021,Medicine,Bachelor,Part-time,Male,32,Single,3,Medium,0.3,0,1,0,0,0,Full,6.99,6.78,6.8,6.79,25,22,25,25,1,0,0.893,0.772,0.082,0,-0.148,72.0,79.6,0.338,1,6.97,1,Moderate Risk,0.846
S100152,Latvia_Uni_A,LAW,Spain,Latvia,2019,Business,Master,Full-time,Female,28,Single,3,Low,0.1,0,0,0,1,16,Partial,6.0,5.62,5.9,5.76,22,19,22,19,1,1,0.677,0.528,0.078,0,0.01,39.0,28.6,0.257,2,5.47,0,Moderate Risk,0.77
S100153,Tech_Institute_D,MED,Vietnam,Latvia,2018,Social Sciences,Bachelor,Full-time,Male,21,Single,3,High,0.6,1,1,0,1,25,Partial,7.79,8.89,8.04,8.47,34,34,26,26,0,0,0.955,0.872,0.094,0,0.207,79.4,78.3,0.207,0,8.89,1,Very Likely to Succeed,0.969
S100154,Latvia_Uni_A,MED,Kenya,Latvia,2022,Medicine,Master,Full-time,Other,35,Single,3,High,0.7412943105834798,1,1,0,0,0,None,6.41,7.01,7.26,7.13,30,27,34,34,1,0,0.614,0.457,0.102,2,-0.284,52.5,33.0,0.427,2,6.85,1,Moderate Risk,0.765
S100155,Tech_Institute_D,MIS,Pakistan,Latvia,2021,Business,Master,Part-time,Female,27,Married,3,High,0.6,0,1,1,0,0,None,7.97,7.78,7.86,7.82,23,20,23,23,1,0,0.829,0.707,0.145,0,-0.363,74.8,97.1,0.376,0,7.86,1,Very Likely to Succeed,0.877
S100156,Latvia_Uni_B,BUS,Canada,Latvia,2021,Medicine,Master,Part-time,Male,33,Married,2,Medium,0.3,0,1,0,0,0,Full,4.9,5.42,4.59,5.0,33,27,32,29,2,1,0.379,0.18,0.127,30,0.292,0.0,0.0,0.499,3,5.09,0,High Risk,0.489
S100157,Latvia_Uni_A,LAW,Pakistan,Latvia,2019,Engineering,Master,Full-time,Male,29,Single,2,High,0.6,0,1,0,1,13,None,5.66,5.05,5.34,5.19,27,24,31,25,1,2,0.65,0.497,0.076,0,-0.054,23.8,14.0,0.374,1,4.64,0,High Risk,0.489
S100158,Latvia_Uni_A,MED,Bangladesh,Latvia,2021,Humanities,Master,Full-time,Male,38,Single,2,High,0.6,0,0,0,1,18,Full,5.55,5.46,5.55,5.5,27,21,34,34,2,0,0.305,0.133,0.091,34,0.202,28.1,37.5,0.724,1,5.7,0,Very High Risk,0.382
S100159,Latvia_College_C,BUS,Canada,Latvia,2019,Humanities,Bachelor,Full-time,Male,32,Single,3,Medium,0.3,1,1,0,1,21,None,6.9,7.1,7.06,7.08,25,16,24,24,3,0,0.713,0.574,0.069,0,0.003,39.1,32.5,0.28,1,7.32,1,Very Likely to Succeed,0.877
S100160,Latvia_Uni_A,BUS,Pakistan,Latvia,2022,Engineering,Bachelor,Full-time,Female,29,Single,3,High,0.6,0,0,0,0,0,None,5.93,5.52,5.78,5.65,32,32,33,33,0,0,0.374,0.198,0.085,32,-0.034,18.5,0.0,0.477,3,5.34,0,High Risk,0.489
S100161,Tech_Institute_D,MED,India,Latvia,2018,Information Systems,Bachelor,Full-time,Female,36,Single,1,High,0.6,1,0,1,1,22,Partial,6.3,6.47,5.89,6.18,22,19,21,21,1,0,0.305,0.12,0.129,32,0.262,18.5,6.0,0.628,4,7.32,0,High Risk,0.58
S100162,Latvia_College_C,BUS,South Korea,Latvia,2020,Computer Science,Bachelor,Full-time,Female,36,Single,3,High,0.6,1,0,0,0,0,None,6.81,6.93,7.26,7.09,29,26,35,35,1,0,0.632,0.477,0.133,3,0.344,18.8,21.5,0.251,0,7.23,1,Moderate Risk,0.819
S100163,Latvia_Uni_B,DATA,Germany,Latvia,2018,Humanities,Master,Full-time,Female,35,Single,3,Low,0.1,0,0,0,0,0,None,6.15,6.28,6.45,6.36,26,23,34,31,1,1,0.576,0.423,0.077,1,-0.002,45.3,49.8,0.294,1,6.18,1,Moderate Risk,0.784
S100164,Latvia_College_C,DATA,South Korea,Latvia,2023,Humanities,Bachelor,Full-time,Female,27,Single,2,High,0.6,0,0,1,1,15,Partial,6.12,6.3,5.63,5.96,31,25,29,26,2,1,0.456,0.284,0.069,19,-0.013,31.8,12.4,0.51,2,5.94,0,High Risk,0.566
S100165,Business_School_E,DATA,Kenya,Latvia,2022,Computer Science,Bachelor,Full-time,Female,21,Married,1,High,0.7345004254349135,0,1,1,0,0,None,6.93,6.2,6.66,6.43,33,30,25,19,1,2,0.631,0.484,0.089,1,0.139,37.2,40.2,0.455,1,5.99,0,High Risk,0.549
S100166,Latvia_Uni_A,LAW,Vietnam,Latvia,2019,Business,Master,Full-time,Female,18,Single,3,High,0.6,1,1,0,0,0,Partial,6.39,7.1,7.32,7.21,25,22,32,29,1,1,0.959,0.91,0.095,0,-0.246,84.3,48.0,0.108,1,7.36,1,Very Likely to Succeed,0.957
S100167,Latvia_College_C,MIS,Vietnam,Latvia,2019,Engineering,Bachelor,Full-time,Male,36,Single,3,High,0.6,0,0,0,1,11,None,6.11,6.04,5.58,5.81,30,30,32,26,0,2,0.589,0.425,0.123,8,-0.324,70.7,52.1,0.493,1,5.55,0,High Risk,0.568
S100168,Latvia_College_C,BUS,Pakistan,Latvia,2018,Humanities,Bachelor,Full-time,Female,34,Single,1,High,0.6,0,0,1,0,0,None,5.7,4.96,6.1,5.53,35,29,26,26,2,0,0.415,0.255,0.161,23,0.481,26.1,28.0,0.554,2,5.97,0,High Risk,0.468
S100169,Latvia_Uni_A,MED,Kenya,Latvia,2022,Medicine,Bachelor,Full-time,Male,27,Single,2,High,0.7124204150907945,1,0,1,0,0,None,6.54,6.86,6.65,6.75,31,31,23,20,0,1,0.807,0.679,0.105,0,0.209,74.9,68.3,0.315,0,6.27,1,Moderate Risk,0.847
S100170,Latvia_Uni_A,ENG,Nigeria,Latvia,2023,Humanities,Master,Full-time,Other,26,Married,3,High,0.7080219201261531,0,1,1,0,0,None,6.28,6.89,7.7,7.29,28,25,32,29,1,1,0.865,0.743,0.07,0,0.101,43.3,15.0,0.151,1,7.45,1,Moderate Risk,0.814
S100171,Latvia_Uni_B,ENG,Nigeria,Latvia,2022,Humanities,Master,Full-time,Other,21,Married,3,High,0.7011551240350734,0,1,0,0,0,None,7.71,7.82,8.44,8.13,31,28,25,25,1,0,0.843,0.747,0.194,0,0.524,100.0,100.0,0.467,1,8.45,1,Moderate Risk,0.783
S100172,Business_School_E,LAW,Vietnam,Latvia,2020,Medicine,Bachelor,Full-time,Female,19,Married,1,High,0.6,1,1,1,0,0,Partial,6.69,7.3,7.48,7.39,25,25,23,23,0,0,0.809,0.666,0.075,0,0.092,83.8,86.9,0.423,1,8.03,1,Very Likely to Succeed,0.866
S100173,Latvia_College_C,DATA,Spain,Latvia,2022,Information Systems,Bachelor,Full-time,Male,30,Single,5,Low,0.1,0,0,0,0,0,Full,6.63,6.93,7.22,7.07,20,20,30,24,0,2,0.921,0.824,0.092,0,-0.253,72.8,57.1,0.018,0,6.91,1,Very Likely to Succeed,0.952
